tahun,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah
2017,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,KRAMATJATI,CAWANG,Cacat Fisik,Laki-laki,3
2017,JAKARTA TIMUR,KRAMATJATI,CAWANG,Cacat Lainnya,Laki-laki,4
2017,JAKARTA TIMUR,KRAMATJATI,CAWANG,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,PASAR REBO,GEDONG,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,GEDONG,Cacat Mental/Jiwa,Laki-laki,8
2017,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Fisik,Laki-laki,11
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Lainnya,Laki-laki,5
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Fisik,Laki-laki,3
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Netra/Buta,Laki-laki,3
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Rungu/Wicara,Laki-laki,4
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Fisik,Laki-laki,15
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Fisik dan Mental,Laki-laki,6
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Mental/Jiwa,Laki-laki,11
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Netra/Buta,Laki-laki,10
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Rungu/Wicara,Laki-laki,13
2017,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Fisik,Laki-laki,3
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Lainnya,Laki-laki,3
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Fisik,Laki-laki,13
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Mental/Jiwa,Laki-laki,5
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Fisik,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Mental/Jiwa,Laki-laki,7
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Lainnya,Laki-laki,3
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Fisik,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Fisik,Laki-laki,9
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Netra/Buta,Laki-laki,3
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Cacat Fisik,Laki-laki,5
2017,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA TIMUR,MAKASAR,KEBON PALA,Cacat Fisik,Laki-laki,
2017,JAKARTA TIMUR,MAKASAR,KEBON PALA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,MAKASAR,KEBON PALA,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cacat Rungu/Wicara,Laki-laki,3
2017,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,CIRACAS,CIRACAS,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Lainnya,Laki-laki,5
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Cacat Rungu/Wicara,Laki-laki,4
2017,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cacat Lainnya,Laki-laki,23
2017,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Fisik,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Fisik,Laki-laki,7
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Lainnya,Laki-laki,3
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Fisik,Laki-laki,4
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Lainnya,Laki-laki,52
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Mental/Jiwa,Laki-laki,545
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Cacat Rungu/Wicara,Laki-laki,3
2017,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Fisik,Laki-laki,
2017,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cacat Fisik,Laki-laki,3
2017,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,CIPAYUNG,SETU,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Cacat Lainnya,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA TIMUR,CIPAYUNG,CEGER,Cacat Fisik,Laki-laki,1
2017,JAKARTA TIMUR,CIPAYUNG,CEGER,Cacat Lainnya,Laki-laki,
2017,JAKARTA TIMUR,CIPAYUNG,CEGER,Cacat Mental/Jiwa,Laki-laki,28
2017,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Cacat Fisik dan Mental,Perempuan,1
2017,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Cacat Mental/Jiwa,Perempuan,1
2017,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Cacat Fisik,Perempuan,2
2017,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Cacat Mental/Jiwa,Perempuan,
2017,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Cacat Mental/Jiwa,Perempuan,2
2017,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Cacat Rungu/Wicara,Perempuan,
2017,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,GAMBIR,GAMBIR,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,GAMBIR,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Fisik,Perempuan,1
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Lainnya,Perempuan,2
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Cacat Netra/Buta,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,GAMBIR,DURI PULO,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cacat Fisik,Perempuan,1
2017,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cacat Fisik,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cacat Lainnya,Perempuan,4
2017,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Cacat Fisik dan Mental,Perempuan,2
2017,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Cacat Lainnya,Perempuan,3
2017,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Cacat Mental/Jiwa,Perempuan,5
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Fisik,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Lainnya,Perempuan,3
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Rungu/Wicara,Perempuan,4
2017,JAKARTA PUSAT,KEMAYORAN,SERDANG,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,KEMAYORAN,SERDANG,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Fisik,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Lainnya,Perempuan,2
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Netra/Buta,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Rungu/Wicara,Perempuan,2
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Fisik,Perempuan,2
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Lainnya,Perempuan,2
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Netra/Buta,Perempuan,
2017,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,SENEN,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA PUSAT,S E N E N,PASEBAN,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,PASEBAN,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,S E N E N,PASEBAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,KRAMAT,Cacat Fisik,Perempuan,5
2017,JAKARTA PUSAT,S E N E N,KRAMAT,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,S E N E N,KRAMAT,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,KRAMAT,Cacat Netra/Buta,Perempuan,
2017,JAKARTA PUSAT,S E N E N,KRAMAT,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,KWITANG,Cacat Fisik,Perempuan,3
2017,JAKARTA PUSAT,S E N E N,KWITANG,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,KWITANG,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,BUNGUR,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,S E N E N,BUNGUR,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,S E N E N,BUNGUR,Cacat Netra/Buta,Perempuan,
2017,JAKARTA PUSAT,S E N E N,BUNGUR,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Cacat Fisik dan Mental,Perempuan,1
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Fisik,Perempuan,1
2017,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Mental/Jiwa,Perempuan,2
2017,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,MENTENG,MENTENG,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,MENTENG,MENTENG,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,MENTENG,MENTENG,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,MENTENG,MENTENG,Cacat Rungu/Wicara,Perempuan,1
2017,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Fisik,Perempuan,2
2017,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Lainnya,Perempuan,2
2017,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Netra/Buta,Perempuan,
2017,JAKARTA PUSAT,MENTENG,CIKINI,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,MENTENG,GONDANGDIA,Cacat Fisik dan Mental,Perempuan,
2017,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,GELORA,Cacat Lainnya,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Cacat Mental/Jiwa,Perempuan,1
2017,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Cacat Netra/Buta,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Cacat Fisik,Perempuan,2
2017,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Cacat Lainnya,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Cacat Mental/Jiwa,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cacat Fisik,Perempuan,
2017,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cacat Fisik dan Mental,Perempuan,2
